Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Mix
35,32181.66,2430.805,3,3,7,4,13,5.0,3.66,2.0,1072.42,35.06265110744366,0,63.83354620103872,66.33272794765378,362.9142258513076,Good
33,34474.82,3050.901666666666,10,7,21,6,28,25.0,23.59,10.0,3374.26,34.532657827873095,1,143.58101717832918,270.3610988119464,181.1480506763912,Bad
33,34474.82,3050.901666666666,10,7,21,-100,28,25.0,23.59,10.0,3374.26,27.61929219018205,1,143.58101717832918,52.6725960312751,348.83655345706245,Bad
20,8269.135,752.0945833333334,8,7,22,-100,58,23.0,27.27,7.0,3667.52,26.956500282557844,1,32.46196844985306,31.876491540772918,290.87099834270737,Bad
38,18683.75,1819.979166666667,8,8,29,7,20,21.0,20.96,6.0,3532.63,32.56375458583015,1,101.06195170075743,10000.0,208.5382080933241,Bad
39,18683.75,1819.979166666667,8,8,29,7,20,21.0,20.96,6.0,3532.63,39.59861763417536,1,68027.0,68.17090044489392,262.76506452101535,Bad
28,103026.8,8754.566666666668,7,6,16,6,23,15.0,15.75,8.0,253.63,30.09498781850192,1,414.19680171429314,335.6686715638742,375.59119338849945,Standard
25,34898.9,2787.832345981792,7,4,7,2,16,15.0,18.48,8.0,198.75,34.184017276252376,1,325.1536320489938,119.10508838745892,426.1747669150893,Standard
25,34898.9,2787.832345981792,7,4,7,2,21,17.0,18.48,8.0,198.75,34.78169132680204,1,325.1536320489938,110.98198663150606,454.2978686710422,Standard
22,163851.12,13815.26,5,5,8,2,6,0.0,8.39,6.0,533.48,33.03211036880257,0,139.12293664557043,1327.1823995090697,195.2206638453601,Good
20,38860.98,3478.4150000000004,5,7,17,1,7,8.0,16.32,8.0,1008.6,37.5273008566415,1,24.208169816408237,222.3112757812093,391.3220544023825,Standard
20,38860.98,3478.4150000000004,5,7,17,-100,7,8.0,13.32,8.0,1008.6,35.97011689453009,1,24.208169816408237,57.31630841485074,506.3170217687409,Standard
29,16440.63,1105.0525,3,3,28,7,15,16.0,13.87,11.0,1946.81,30.46610408658112,1,47.99206967525544,84.20604519523067,258.3071351295139,Standard
48,19592.49,1671.7075000000002,8,5,13,4,9,16.0,13.52,2.0,59.17,39.79691671587168,1,37.78179998855893,167.19654449527175,242.1924055161693,Standard
19,114447.09,9662.2575,4,7,1,3,7,12.0,9.97,4.0,1175.67,38.86439117974521,0,180.640903131414,359.7615127475885,675.8233341209975,Good
19,114447.09,9662.2575,4,7,1,3,7,12.0,16.97,4.0,1175.67,36.923190540831655,0,180.640903131414,470.0650069317252,585.5198399368609,Good
19,114447.09,9662.2575,4,7,1,-100,7,12.0,6.9700000000000015,4.0,1175.67,33.680111112838475,0,180.640903131414,751.1739512814818,314.4108955871043,Good
42,9795.07,586.2558333333333,7,8,4312,6,62,18.0,0.0099999999999997,15.0,2065.27,26.62072138486418,1,42.60531716835378,50.525583965338605,245.4946821996409,Bad
42,9795.07,586.2558333333333,7,8,29,6,62,3071.0,4.01,15.0,2065.27,30.90446894463325,1,42.60531716835378,47.34384388109928,238.67642228388027,Bad
53,42372.36,3448.03,4,7,6,3,6,9.0,7.01,3.0,143.04,39.54412543307262,0,77.14638149286527,48.637840037993975,459.0187784691408,Good
53,136597.12,11166.093333333332,5,4,17,4,29,14.0,4.35,1.0,843.65,39.9454354436591,1,252.10507082904616,250.6275858086846,863.8766766956027,Standard
20,40216.62,3176.323732156787,0,5,10,2,8,4.0,8.02,5.0,323.03,28.291329455965798,0,475.7267406750992,413.2653955131784,196.1076316549357,Good
32,58873.05,4896.0875,4,4,16,7,24,11.0,18.07,10.0,1039.2,38.62843328359045,1,203.85486866905583,157.45551260897415,398.29836872197006,Standard
33,134038.64,10878.886666666667,6,3,18,2,26,18.0,11.99,7.0,1031.51,27.983182157881288,1,187.9711116102856,372.291145774785,777.6264092815961,Standard
33,134038.64,10878.886666666667,6,3,18,2,27,18.0,11.99,7.0,1031.51,33.32810829564109,1,187.9711116102856,521.9022924786544,668.0152625777267,Standard
23,33610.36,2857.863333333333,5,5,27,7,20,20.0,15.91,14.0,2228.91,36.67452125476455,1,162.7668724996679,221.2923126782502,181.7271481554152,Standard
22,77818.98,6573.915,5,6,8,4,11,17.0,11.86,4.0,1066.38,27.557849353948733,1,143.18580051827718,652.5603067554637,141.6453927262593,Standard
22,77818.98,6573.915,5,6,8,4,11,15.0,11.86,6.0,1066.38,22.815450644558805,1,143.18580051827718,677.3333988852531,126.87230059646971,Standard
17,18567.28,1745.629791748223,4,6,18,6,27,11.0,9.95,8.0,1959.68,32.09365579139849,1,85.03643928555,98.94938650084768,284.385049132046,Standard
17,18567.28,1745.629791748223,4,6,18,6,27,8.0,11.95,8.0,1959.68,29.513350883227893,1,85.03643928555,65.09567349594373,308.23876213695,Standard
17,18567.28,1745.629791748223,4,6,18,6,27,9.0,11.95,8.0,1959.68,32.017706841858484,1,85.03643928555,42.68014473203956,330.6542909008541,Standard
31,35600.2,3130.683333333333,0,3,9,3,0,12.0,6.63,4.0,577.57,35.4866937628831,0,50.64859982836413,129.5210120044973,382.8987215004721,Good
40,36585.12,2765.7741561130683,6,10,28,8,52,23.0,0.59,14.0,1471.01,29.35427316039551,1,378.1260955095945,199.53209298835367,188.003655388984,Bad
40,36585.12,2765.7741561130683,6,10,28,8,52,21.0,0.59,14.0,1471.01,30.471609155803048,1,378.1260955095945,119.7814149718414,267.7543334054964,Bad
30,110439.56,9224.296666666669,3,7,15,4,18,18.0,12.0,7.0,1218.92,28.888024378055054,1,348.9438196673788,632.1204931799286,211.36535381935937,Standard
30,110439.56,9224.296666666669,3,7,15,4,20,16.0,12.0,8.0,1218.92,31.76451997497073,1,348.9438196673788,830.6647314810295,12.821115518258464,Standard
31,110439.56,9224.296666666669,3,7,15,4,18,16.0,14.0,8.0,1218.92,29.966249547153307,1,348.9438196673788,161.72049496134645,661.7653520379415,Standard
29,60177.04,5093.753333333333,7,6,11,3,13,19.0,17.55,3.0,765.97,33.86068068912591,1,142.75070762898002,229.55554495396137,397.069080750392,Standard
29,60177.04,5093.753333333333,7,6,11,3,10,22.0,17.55,3.0,765.97,31.38897341383473,1,142.75070762898002,152.4011839536451,464.22344175070816,Standard
14,18248.5,1811.708333333333,7,7,26,2,55,8.0,14.17,12.0,1738.41,38.22631116359417,1,24.893701723726977,89.35677599040078,336.9203556192056,Standard
4955,124900.86000000002,10124.405,0,6,12,4,14,2.0,1.7,3.0,562.56,35.495679525995094,0,324.5956102787268,456.13541313870905,521.7094765825643,Good
34,9871.225,902.4748952154448,10,964,26,7,32,25.0,25.03,15.0,3599.34,31.04295789235698,1,123.05072089804916,74.46098918092258,242.07568637224992,Bad
34,9871.225,902.4748952154448,10,5,26,7,32,24.0,25.03,15.0,3599.34,30.029429060056213,1,123.05072089804916,32.447641609857946,294.0890339433145,Bad
34,9871.225,902.4748952154448,10,5,26,7,32,26.0,25.03,15.0,3599.34,36.729484879096304,1,123.05072089804916,71.36671243876205,265.1699631144104,Bad
22,100681.41,8608.1175,5,4,8,2,26,12.0,8.0,3.0,476.37,31.54840803616221,1,145.9967510964617,109.52417869356044,845.2908202099778,Standard
26,73938.68,6438.556666666666,4,6,16,2,6,22.0,17.89,9.0,2596.08,38.626652919235056,1,67.3013850526706,10000.0,628.7742723007857,Standard
23,42787.44,3802.62,7,10,21,2,52,19.0,14.26,15.0,2543.89,33.43714060383165,1,71.18545976189813,274.0328411306912,315.0436991074107,Bad
-500,47589.24,4145.333091177216,10,7,26,9,49,26.0,15.36,10.0,3883.96,34.0502149327007,1,319.54923260089265,98.20611777793884,229.65855844395384,Bad
44,82346.16,6928.18,6,9,18,7,51,24.0,7.67,14.0,2341.16,38.85483401004657,1,390.7054359043153,102.8345188144075,439.2780452812773,Bad
40,17235.115,1693.2595833333337,0,1,1,1,13,13.0,11.37,5.0,506.37,29.95499045324256,0,13.580176677094602,44.22309352168018,361.52268813455856,Good
40,17235.115,1693.2595833333337,0,1,1,1,13,7.0,11.37,5.0,506.37,35.06136785827009,0,13.580176677094602,20.64968805047811,375.09609360576064,Good
40,17235.115,1693.2595833333337,0,1,1,1,11,10.0,11.37,5.0,506.37,39.35725956278434,0,13.580176677094602,18.162858426458943,377.5829232297798,Good
40,17235.115,1693.2595833333337,0,1,1,1,13,8.0,11.37,5.0,506.37,33.47858120209264,0,13.580176677094602,127.30395386661156,308.4418277896272,Good
34,133646.04,11429.17,4,5,11,2,7,3.0,2.43,3.0,1290.92,38.62008474865561,0,114.24824264081518,439.45639528507337,839.2123620741118,Good
34,133646.04,11429.17,4,5,11,2,7,3.0,2.43,3.0,1290.92,29.43913170946661,0,114.24824264081518,432.2230205538312,876.4457368053537,Good
34,133646.04,11429.17,4,5,11,-100,7,3.0,3.43,3.0,1290.92,37.43138692102831,0,43408.0,285.9920938291216,982.6766635300636,Good
17,44286.36,3561.53,6,6,31,2,12,15.0,7.5,13.0,2069.01,33.923119205406216,1,57.97158147311589,125.01953564902333,433.1618828778609,Standard
52,121675.68,10085.64,2,6,3,1,8,5.0,3.0,1.0,984.27,24.592431952314744,0,95.8573469588994,793.3715086736888,399.33514436741183,Good
52,121675.68,10085.64,2,6,3,1,8,5.0,3.0,5.0,984.27,37.79831471523724,0,95.8573469588994,189.03476671896445,963.671886322136,Good
45,41015.31,3585.9425,3,2,1,2,6,8.0,11.32,3.0,1432.22,33.13628473172026,0,41.53546802014437,41.62264908541225,525.4361328944433,Good
34,74178.04,6299.503333333332,1,3,10,1,12,8.0,1.4,4.0,64.38,40.3928661690024,0,52.80792694644206,49.23140552684784,767.9110008600434,Good
55,14544.485,1224.0404166666667,5,5,11,4,22,12.0,6.73,0.0,788.41,32.417526903097226,0,36.51848954450109,42.3223103181366,333.5632418040289,Good
55,14544.485,1224.0404166666667,5,5,11,4,22,12.0,6.73,4.0,788.41,32.19291153328342,0,36.51848954450109,158.0806294626503,217.80492265951528,Good
55,14544.485,1224.0404166666667,5,5,11,4,22,12.0,6.73,4.0,788.41,23.952709717614933,0,36.51848954450109,49.8935092265566,295.99204289560896,Good
55,14544.485,1224.0404166666667,5,5,11,4,18,12.0,6.73,4.0,788.41,26.89677184914768,0,36.51848954450109,11.908091048679449,313.9774610734861,Good
40,49211.16,4048.93,4,5,15,7,28,11.0,13.42,17.0,1781.8,31.800458962018176,1,257.0593770395491,168.21006625122357,229.62355670922744,Standard
39,135994.36,11191.863333333333,9,6,16,2,15,20.0,5.98,1326.0,1280.06,32.22297573991311,1,219.9554482236898,250.704662001608,888.5262231080354,Standard
39,19453.42,1861.118333333333,10,10,17,6,43,22.0,27.13,9.0,3327.05,38.52095383528821,1,50.70183619684549,78.40752095525177,317.0024761812361,Bad
40,19453.42,1861.118333333333,10,10,17,6,43,22.0,27.13,9.0,3327.05,28.64381157780333,1,50.70183619684549,57.60410963266576,327.80588750382213,Bad
45,81066.72,6639.56,8,3,18,3,10,17.0,2.14,6.0,721.45,31.034981833813116,1,170.8293274473086,503.5744364790672,269.5522360736244,Standard
15,29905.94,2362.1616666666664,9,8,34,6,23,17.0,21.79,13.0,2987.02,35.37572718374234,1,123.09744018256556,135.77525109094424,267.34347539315684,Bad
26,156687.16,13095.263333333334,2,3,7,1,1,5.0,5.52,7.0,500.94,34.975320483051526,0,80.57653205798911,129.47229938543495,1339.4775018899093,Good
27,156687.16,13095.263333333334,2,3,7,1,1,5.0,5.52,7.0,500.94,34.78855884091632,0,80.57653205798911,829.5264663525353,659.4233349228091,Good
27,156687.16,13095.263333333334,2,3,7,1,1,5.0,5.52,7.0,500.94,29.848442269834337,0,80.57653205798911,1151.5427168219314,357.4070844534128,Good
37,15211.94,1366.6616666666666,10,10,19,8,60,24.0,7.36,12.0,1446.14,33.73467251556975,1,56.74767708200394,69.38055650542296,270.5379330792398,Bad
17,15410.19,1554.1825,10,868,28,6,18,26.0,6.69,11.0,1257.4,29.342932843982577,1,39.62811681829229,88.27696034468073,317.513172837027,Bad
-500,15410.19,1554.1825,10,5,28,6,22,25.0,0.6900000000000004,11.0,1257.4,29.77035853896521,1,39.62811681829229,189.33590279241497,216.45423038929283,Bad
17,15410.19,1554.1825,10,5,28,6,22,25.0,6.69,13.0,1257.4,27.45118060762089,1,39.62811681829229,137.9422180231219,257.8479151585858,Bad
17,15410.19,1554.1825,10,5,28,6,22,22.0,6.69,13.0,1257.4,26.03128882007961,1,39.62811681829229,137.99485154675108,247.7952816349567,Bad
18,73947.24,6008.27,9,8,2106,7,56,17.0,2.6,6.0,2691.9,25.895503599264163,1,306.6170152867021,10000.0,493.3299577446864,Bad
18,73947.24,6008.27,9,8,21,7,55,20.0,2.6,11.0,2691.9,27.549507679428377,1,306.6170152867021,484.47249934783537,89.73748536546266,Bad
18,73947.24,6008.27,9,8,21,7,55,21.0,2.6,11.0,2691.9,31.72290166020657,1,306.6170152867021,439.42456954426814,134.78541516902993,Bad
18,74380.96,6374.413333333334,4,6,27,4,9,8.0,16.51,9.0,1768.05,27.807570281031648,1,203.08230783905108,419.4957879442625,294.86323755001985,Standard
19,74380.96,6374.413333333334,4,6,27,4,5,8.0,16.51,9.0,1768.05,36.78095282426272,1,203.08230783905108,390.75206292683487,323.60696256744745,Standard
31,18317.26,1664.563906756758,6,9,15,3,36,21.0,3.26,8.0,1611.27,33.004488011503035,1,92.21290262642708,54.04055202743896,363.7648052560424,Bad
31,18317.26,1664.563906756758,6,9,15,3,36,21.0,3.26,13.0,1611.27,26.441657899177603,1,92.21290262642708,81.23522068102761,356.57013660245383,Bad
40,14784.45,1192.9283538967102,8,7,19,9,31,24.0,28.9,11.0,3506.97,28.792570827862512,1,103.55132765681502,121.93113457193958,199.3304338745353,Bad
40,14784.45,1192.9283538967102,8,7,19,9,31,23.0,28.9,11.0,3506.97,37.72799338963967,1,103.55132765681502,20.671458994742075,260.5901094517328,Bad
21,30622.73,2366.384851759552,4,2,11,4,12,0.0,4.87,2.0,383.33,31.577394584026223,0,225.8448066862273,106.37509173326904,367.67883315428537,Good
21,30622.73,2366.384851759552,4,2,11,4,12,0.0,4.87,2.0,383.33,37.15415815758986,0,225.8448066862273,53.7878240182741,390.2661008692803,Good
25,15968.78,1499.7316666666668,8,7,8,6,13,20.0,15.43,10.0,279.78,34.50468651228786,1,9243.0,155.33230051220406,242.85411672566468,Standard
16,69860.18,5620.681666666666,4,5,11,3,8,13.0,9.85,8.0,859.03,34.89127486665057,1,92.558978012828,40.97022451618433,668.5389641376544,Standard
30,40566.32,3498.526666666666,4,7,20,3,21,20.0,8.92,15.0,1366.41,29.67299308761069,1,78.29005321648954,10000.0,466.61904692838425,Standard
31,40566.32,3498.526666666666,4,7,20,3,21,20.0,15.92,15.0,1366.41,29.36712944059077,1,78.29005321648954,47.79978379634522,463.7628296538319,Standard
35,80364.48,6578.04,7,10,15,2,18,9.0,13.31,10.0,1862.22,31.00322510289199,1,72.59131204373854,163.88891943646996,661.3237685197918,Standard
35,80364.48,6578.04,7,10,15,2,18,10.0,13.31,10.0,1862.22,41.99942338972333,1,72.59131204373854,138.30148879369864,686.911199162563,Standard
36,41077.12,3390.0933333333337,9,7,29,6,62,17.0,1.19,1672.0,1507.89,37.894517818673776,1,199.5840003726387,183.41076405117096,226.01456890952372,Bad
36,41077.12,3390.0933333333337,9,7,29,6,62,19.0,1.19,12.0,1507.89,23.026797194112948,1,199.5840003726387,212.7094551489185,186.7158778117762,Bad
36,41077.12,3390.0933333333337,9,7,29,6,62,20.0,-3.81,12.0,1507.89,34.281773678438746,1,199.5840003726387,423.6501396168492,5.775193343845388,Bad
19,14527.455,964.62125,3,3,4,4,16,4.0,6.31,2.0,321.05,29.66246134609277,0,41.69544479322632,113.08170621210796,231.6849739946657,Good
20,14527.455,964.62125,3,3,4,4,14,4.0,2.31,2.0,321.05,29.887416332159543,0,41.69544479322632,97.5639667751645,237.2027134316092,Good
23,104183.46,8830.955,4,5,8,1,19,11.0,5.89,5.0,244.23,37.02041614832572,0,72.75277450470475,127.103716041264,923.2390094540314,Standard
23,104183.46,8830.955,4,5,8,1,15,11.0,5.89,5.0,244.23,34.879264813167445,0,72.75277450470475,304.363302161042,775.9794233342534,Standard
53,63051.86,5389.321666666667,2,5,3,1,0,12.0,4.68,5.0,1006.09,32.38136980888031,0,47.525700143511045,158.59094740064748,602.8155191225082,Good
53,63051.86,5389.321666666667,2,778,3,1,3,14.0,4.68,5.0,1006.09,32.42406764848425,0,47.525700143511045,110.00846936953806,621.3979971536178,Good
34,58295.16,4590.93,10,7,18,5,21,25.0,21.04,10.0,2543.04,37.37236120689885,1,203.3793005520993,320.6182103645607,225.09548908334003,Bad
35,58295.16,4590.93,10,7,18,5,21,22.0,21.04,595.0,2543.04,27.01829658292112,1,203.3793005520993,127.69250741659016,388.0211920313105,Bad
35,58295.16,4590.93,10,7,18,5,21,28.0,21.04,11.0,2543.04,24.257968810007405,1,203.3793005520993,377.555416294178,148.1582831537227,Bad
21,42082.91,3527.909166666667,4,733,12,3,1,12.0,9.17,5.0,821.71,33.524195822588986,0,87.56433607216114,326.0414036514979,209.1851769430077,Good
31,12186.425,991.5354166666666,6,5,8,1,25,20.0,8.95,6.0,176.84,40.25825512706423,0,63922.0,35.096168483235786,314.4729352793161,Good
31,12186.425,991.5354166666666,6,5,8,1,25,21.0,8.95,6.0,176.84,28.140277491450373,0,9.584437904114782,0.0,321.7584592555022,Good
29,64247.12,5330.926666666667,7,10,29,6,45,20.0,11.98,10.0,1808.12,35.20078007421694,1,181.34233189014068,539.1895801632897,102.56075461323633,Bad
29,64247.12,5330.926666666667,7,10,29,6,45,22.0,11.98,11.0,1808.12,32.47248789806645,1,181.34233189014068,209.72463277423643,392.0257020022897,Bad
29,64247.12,5330.926666666667,7,10,29,6,45,20.0,11.98,11.0,1808.12,28.765316023300837,1,181.34233189014068,99.58529772646264,492.1650370500634,Bad
20,34253.08,3025.4233333333336,3,1013,25,6,11,12.0,9.66,12.0,1485.7,32.493628600075496,1,57988.0,92.15396038066832,346.5445603538507,Standard
21,34253.08,3025.4233333333336,3,9,25,6,11,10.0,9.66,17.0,1485.7,25.94520459105383,1,133.84381259881434,91.58967532935247,327.10884540516656,Standard
36,41547.99,3192.3325,0,7,8,3,21,8.0,6.380000000000001,2.0,1156.82,32.690772275045106,0,78.79997468864158,90.9324320814641,399.5008432298943,Good
36,41547.99,3013.092233878165,0,7,8,3,19,8.0,11.38,2.0,1156.82,26.211496770940872,0,258.0402408104758,60.91224091745488,419.5210343939035,Good
25,101238.57,8199.5475,1,3,6,4,13,1.0,-3.95,5.0,816.04,33.02769414983505,0,172.65306229994275,330.85533368867607,606.4463540113812,Good
55,21434.275,1790.1895833333335,1,5,3,3,9,5.0,4.54,3.0,166.49,28.628790376711827,0,49.59958594514175,47.30354122864493,332.1158311595467,Good
41,36348.06,3265.005,6,5,32,9,52,24.0,0.0700000000000002,9.0,4974.81,25.3723550947947,1,149.399918197992,186.50408298910617,260.5964988129018,Bad
41,36348.06,3265.005,6,5,32,9,48,24.0,5.07,9.0,4974.81,36.08536008450765,1,149.399918197992,69.68239699765157,357.4181848043565,Bad
41,36348.06,3265.005,6,5,32,9,50,24.0,-0.9299999999999996,9.0,4974.81,38.3077056558996,1,149.399918197992,264.90904898324845,202.1915328187596,Bad
53,77906.25,6399.1875,3,5,5,-100,26,14.0,15.47,4.0,583.4,24.5978272862444,0,173.56855766187095,649.1830326853217,107.1671596528074,Good
53,77906.25,5824.370604851651,3,5,5,4,26,17.0,11.47,4.0,583.4,31.09212202823912,0,748.3854528102208,106.77438120268816,599.575811135441,Good
23,70778.4,5849.2,9,5,18,7,17,19.0,27.73,9.0,4060.01,37.31032982205,1,239.64635759053985,356.7279638296833,268.5456785797768,Bad
23,70778.4,5849.2,9,5,18,7,17,22.0,24.73,9.0,4060.01,33.489905809889024,1,239.64635759053985,170.08142297806558,435.1922194313945,Bad
-500,172085.28,14287.44,4,4,1,3,13,3.0,6.6,2.0,956.27,27.90045073763462,0,253.19369171203385,832.2202569904907,613.3300512974756,Good
53,79370.76,6849.23,8,3,19,3,16,16.0,7.59,7.0,715.18,35.40116397801038,0,115.48560334254444,163.83880408200753,645.598592575448,Standard
53,79370.76,6849.23,8,3,19,3,16,16.0,8.59,7.0,715.18,25.11901836764089,0,115.48560334254444,301.2323349762437,548.2050616812119,Standard
53,79370.76,6849.23,8,3,19,3,15,16.0,12.59,7.0,715.18,30.902222696250966,0,115.48560334254444,227.70323353369503,591.7341631237605,Standard
26,8079.46,423.2883333333333,7,7,23,-100,24,16.0,13.76,13.0,1515.52,35.733217180093206,1,25.58542634687369,51.818120396633,254.9252865898266,Standard
26,8079.46,423.2883333333333,7,7,23,5,24,19.0,13.76,13.0,1515.52,26.6123758020128,1,25.58542634687369,0.0,252.35556506379055,Standard
26,8079.46,423.2883333333333,7,7,23,5,22,16.0,13.76,13.0,1515.52,32.50831759653122,1,25.58542634687369,16.357633522779473,290.3857734636801,Standard
31,112460.88,9213.74,2,4,9,1,29,13.0,7.039999999999999,2.0,208.84,40.88634140317209,0,86.61087009540009,370.66085730390296,714.102272600697,Good
31,112460.88,9213.74,2,4,9,1,29,12.0,10.04,2.0,208.84,33.112451287121694,0,86.61087009540009,84.39868724439161,990.3644426602084,Good
31,112460.88,9213.74,2,4,9,1,29,10.0,9.04,2.0,208.84,38.34553679872416,0,86.61087009540009,663.6973725372427,451.06575736735726,Good
23,40554.44,3380.536666666667,8,10,24,7,49,25.0,29.86,11.0,2902.77,32.23655269216836,1,159.93501438028173,251.05777512621933,217.06087716016563,Bad
23,40554.44,3380.536666666667,8,10,24,7,54,24.0,29.86,11.0,2902.77,22.5484080715058,1,159.93501438028173,79.91382011607823,358.2048321703068,Bad
37,58599.48,4855.1622022876345,7,5,30,5,42,15.0,19.39,17.0,2401.83,26.594951298531583,1,474.92293071670855,50.009703558908136,483.4241634367493,Bad
37,58599.48,4855.1622022876345,7,5,30,5,45,15.0,19.39,17.0,2401.83,25.22585095537828,1,474.92293071670855,376.2240628478433,187.20980414781425,Bad
16,18249.16,1563.1393379029537,4,7,4737,-100,11,13.0,10.09,9.0,496.55,36.90469775368776,1,23426.0,71.54114306580352,344.6511848026062,Standard
16,18249.16,1563.1393379029537,4,7,6,2,10,13.0,10.09,9.0,496.55,40.24057942827818,1,136.2080008953032,44.76004797988544,371.43227988852425,Standard
41,141789.84,11656.82,6,6,19,1,14,14.0,8.02,1.0,1194.16,38.62032038563171,1,85.74180593008646,1038.7632473843144,311.17694668559915,Standard
43,30366.16,2329.5133333333333,7,4,18,4,12,11.0,14.11,2.0,804.31,34.047544767642954,1,62.00134473820575,141.0450305809143,319.9049580142133,Standard
43,30366.16,2329.5133333333333,7,4,18,4,12,9.0,14.11,2.0,804.31,25.49125187430579,1,62.00134473820575,25.08271707591503,385.86727151921264,Standard
25,128675.76,9204.88802581664,4,4,6,2,14,14.0,7.8,4.0,53.79,31.85173496330644,0,1466.9739636165343,555.034413907573,552.2815966592518,Good
25,128675.76,9204.88802581664,4,4,6,2,14,9.0,7.8,4.0,53.79,35.60688738993012,0,1466.9739636165343,243.13512604408191,854.1808845227431,Good
25,128675.76,9204.88802581664,4,4,6,2,12,11.0,7.8,4.0,53.79,30.28636162100849,0,1466.9739636165343,269.8544925173324,817.4615180494925,Good
48,34962.32,2781.526666666666,3,6,9,3,13,7.0,-3.51,1.0,1470.65,37.612203453755065,0,74.32387166694687,290.8652889427895,202.9635060569303,Good
4968,8056.13,530.3441666666666,10,5,32,8,48,16.0,15.64,6.0,4230.04,35.062020053545474,1,37.58269379011682,41.83949110145856,263.61223177509135,Bad
53,93451.41,7802.6175,3,7,15,2,29,18.0,7.98,5.0,1048.87,27.89889720050905,0,121.47913614776014,512.8685292393363,425.9140846129036,Standard
15,9511.795,680.6495833333332,6,7,20,7,59,17.0,1.62,14.0,2344.43,23.21042351796461,1,28.82527021547942,46.79606516478365,252.4436229530703,Bad
52,65493.78,5196.815,1204,7,8,3,7,14.0,10.05,8.0,1255.36,31.535127757078047,1,25704.0,148.38800953674644,481.8435994298004,Standard
-500,61219.47,4860.6225,10,6,16,6,38,16.0,3.1100000000000003,14.0,2462.92,24.191400574778203,1,263.2945305746975,86.53390732968425,376.2338120956183,Bad
46,8087.76,844.98,8,9,23,3,38,21.0,9.46,15.0,1810.49,31.94510995654971,1,14.36421192749383,66.59128843552357,273.5424996369826,Bad
24,64996.98,5215.415,3,5,12,2,23,12.0,19.69,6.0,340.81,32.21675497914434,1,97.54060256064837,103.95952905356714,560.0413683857845,Standard
24,64996.98,5215.415,3,5,12,2,28,12.0,22.69,6.0,340.81,40.87091396257544,1,97.54060256064837,61.07304851408287,612.9278489252688,Standard
24,64996.98,5215.415,3,5,12,2,26,12.0,19.69,6.0,340.81,37.55328597410585,1,97.54060256064837,220.4036808121776,453.597216627174,Standard
42,15636.605,1575.050416666667,8,7,3,4,30,10.0,1.75,4.0,592.29,39.58583543699482,0,43.51634815422617,76.75400701719016,307.23468649525034,Standard
24,113788.47,9454.3725,4,5,1,4,9,6.0,3.03,9.0,466.36,27.27883123247087,0,269.4651141040773,66.91371273659061,849.0584231593319,Good
49,107512.29,8809.3575,4,5,10,3,12,8.0,8.39,8.0,1325.35,33.343802133028674,0,205.58996425571172,207.10432177957185,708.2414639647167,Good
26,31568.54,2785.711666666666,7,3,10,2,1,10.0,3.21,3.0,1044.92,29.707248268587232,0,45.78709809118651,203.4724847351088,309.31158384037144,Standard
44,24693.09,2256.7575,4,5,5,3,11,11.0,8.34,0.0,251.4,35.74464308436975,1,46.78463899317254,129.8430477873142,309.0480632195133,Standard
45,24693.09,2256.7575,215,5,5,3,11,14.0,8.34,0.0,251.4,30.699790403639728,1,46.78463899317254,133.51957140494275,315.3715396018847,Standard
45,24693.09,2256.7575,4,5,5,3,11,13.0,8.34,0.0,251.4,27.589265986823783,1,46.78463899317254,10000.0,400.841239948694,Standard
30,19721.21,1633.434166666667,6,8,21,9,32,23.0,6.56,11.0,3200.09,39.20519561828468,1,110.2500509296062,105.50361264808228,237.5897530889782,Bad
30,19721.21,1621.4831940254237,6,8,21,9,29,23.0,6.56,11.0,3200.09,35.0621540248833,1,122.2010235708493,34.84680918101175,258.24655655604874,Bad
52,24353.63,1851.469166666667,6,7,11,1,25,13.0,11.239999999999998,4.0,806.4,32.52241867971961,1,15.465946462875564,155.08139511827073,284.5995750855204,Standard
52,24353.63,1851.469166666667,6,7,11,1,25,13.0,11.239999999999998,8.0,806.4,30.81353799933444,1,15.465946462875564,152.6510182106921,287.02995199309913,Standard
53,119396.91,9949.7425,1,5,7,3,14,1.0,7.51,1.0,484.52,29.89205201935682,0,214.0383410927216,705.2548057319668,345.68110317531153,Good
43,14188.48,1312.3733333333332,9,10,22,7,30,15.0,4.53,7.0,1315.32,37.4308713307089,1,46.82795344764917,56.42670525837189,297.9826746273123,Bad
43,14188.48,1312.3733333333332,9,10,22,7,30,15.0,4.53,12.0,1315.32,29.34996610838525,1,46.82795344764917,50.22539917334753,314.1839807123366,Bad
43,14188.48,1312.3733333333332,9,10,22,7,34,15.0,4.53,12.0,1315.32,28.54513302298284,1,46.82795344764917,147.56596643976678,226.8434134459174,Bad
42,27392.76,2556.73,3,3,17,3,16,700.0,17.33,10.0,1148.91,33.70255977768012,1,42.54851455527025,67.78926827327764,425.3352171714522,Standard
